uniprot_id,Protein names,Gene names,Fasta headers,id,MCF10A_UT_1,MCF10A_UT_2,MCF10A_UT_3,MDA_MB_231_UT_1,MDA_MB_231_UT_2,MDA_MB_231_UT_3,HCC1937_UT_1,HCC1937_UT_2,HCC1937_UT_3,MCF10A_TR_1,MCF10A_TR_2,MCF10A_TR_3,MDA_MB_231_TR_1,MDA_MB_231_TR_2,MDA_MB_231_TR_3,HCC1937_TR_1,HCC1937_TR_2,HCC1937_TR_3
A0A087WU18,ETS-related transcription factor Elf-4,ELF4,tr|A0A087WU18|A0A087WU18_HUMAN ETS-related transcription factor Elf-4 OS=Homo sapiens OX=9606 GN=ELF4 PE=1 SV=1;sp|Q99607|ELF4_HUMAN ETS-related transcription factor Elf-4 OS=Homo sapiens OX=9606 GN=ELF4 PE=1 SV=1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M0R176,"39S ribosomal protein L51, mitochondrial",MRPL51,"tr|M0R176|M0R176_HUMAN 39S ribosomal protein L51, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL51 PE=1 SV=1;tr|A0A087WU28|A0A087WU28_HUMAN 39S ribosomal protein L51, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL51 PE=1 SV=1;tr|A0A0B4J2C1|A0A0B4J",61,222940,227540,174600,221900,176460,195270,169700,140870,147270,298670,176970,224460,160270,203820,188070,156780,152750,151960
A0A087WU31,Chloride channel protein;H(+)/Cl(-) exchange transporter 3,CLCN3,tr|A0A087WU31|A0A087WU31_HUMAN Chloride channel protein OS=Homo sapiens OX=9606 GN=CLCN3 PE=1 SV=1;tr|A0A0A0MTB7|A0A0A0MTB7_HUMAN Chloride channel protein OS=Homo sapiens OX=9606 GN=CLCN3 PE=1 SV=1;sp|P51790|CLCN3_HUMAN H(+)/Cl(-) exchange transporter 3 OS,62,226670,213910,182370,267840,242930,310360,227530,200040,219720,188390,108560,146900,238250,206000,204100,151070,127540,143470
A0A087WU35,Zinc finger protein 714,ZNF714,tr|A0A087WU35|A0A087WU35_HUMAN Zinc finger protein 714 OS=Homo sapiens OX=9606 GN=ZNF714 PE=1 SV=1;sp|Q96N38|ZN714_HUMAN Zinc finger protein 714 OS=Homo sapiens OX=9606 GN=ZNF714 PE=2 SV=3,63,166240,123770,111100,125280,128620,110580,160850,173370,176990,2877.1,1277.7,1686.8,1748.9,2713.9,3595.8,2871,2501.8,2294
A0A087WU53,Magnesium transporter protein 1,MAGT1,tr|A0A087WU53|A0A087WU53_HUMAN Magnesium transporter protein 1 OS=Homo sapiens OX=9606 GN=MAGT1 PE=1 SV=1;sp|Q9H0U3|MAGT1_HUMAN Magnesium transporter protein 1 OS=Homo sapiens OX=9606 GN=MAGT1 PE=1 SV=1,64,790010,763310,708900,877390,800090,791160,828530,701840,758640,1586800,1101700,1186000,1396800,1365500,1353400,1244800,1310100,1264500
A0A087WU78,Nance-Horan syndrome protein,NHS,tr|A0A087WU78|A0A087WU78_HUMAN Nance-Horan syndrome protein OS=Homo sapiens OX=9606 GN=NHS PE=1 SV=1;tr|A0A087WWC4|A0A087WWC4_HUMAN Nance-Horan syndrome protein OS=Homo sapiens OX=9606 GN=NHS PE=1 SV=1;sp|Q6T4R5|NHS_HUMAN Nance-Horan syndrome protein OS=Ho,65,0,0,0,0,0,0,0,0,0,4033.3,1593.3,1045.7,8900.8,10330,10421,3434,5166.2,4102
Q8WYA6,Beta-catenin-like protein 1,CTNNBL1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,66,2059300,1884400,1709300,2545200,2356000,2476700,3888900,3258900,3543000,1426400,1022400,1109300,1515700,1445800,1458000,2054300,1995300,2121400
A0A087WUC6,Signal peptidase complex subunit 2,SPCS2,tr|A0A087WUC6|A0A087WUC6_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=1;tr|E9PI68|E9PI68_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=1;sp|Q15005|SPCS2_HUMAN Signal peptidase complex,67,2660700,2364100,2217500,1667900,1584200,1768300,1262900,1100800,1143500,2661100,1882400,2122300,1527200,1406700,1419400,924470,938300,1027300
A0A087WUF6,Fibroblast growth factor;Fibroblast growth factor 2,FGF2,tr|A0A087WUF6|A0A087WUF6_HUMAN Fibroblast growth factor OS=Homo sapiens OX=9606 GN=FGF2 PE=1 SV=2;tr|A0A0A0MQV6|A0A0A0MQV6_HUMAN Fibroblast growth factor OS=Homo sapiens OX=9606 GN=FGF2 PE=1 SV=1;sp|P09038|FGF2_HUMAN Fibroblast growth factor 2 OS=Homo sapi,68,102490,107340,89581,1443.5,981.57,1592.3,161960,133720,133800,492690,389200,382340,1146.5,3750.4,8987.9,535070,549700,573660
A0A087WUI6,Progesterone-induced-blocking factor 1,PIBF1,tr|A0A087WUI6|A0A087WUI6_HUMAN Progesterone-induced-blocking factor 1 OS=Homo sapiens OX=9606 GN=PIBF1 PE=1 SV=1;sp|Q8WXW3|PIBF1_HUMAN Progesterone-induced-blocking factor 1 OS=Homo sapiens OX=9606 GN=PIBF1 PE=1 SV=2,70,618800,590150,511310,423810,421950,435650,376220,359390,359570,428030,334550,335160,265580,256790,257340,225880,227120,265560
G5E9H5,Sorting nexin-10,SNX10,"tr|G5E9H5|G5E9H5_HUMAN Sorting nexin 10, isoform CRA_c OS=Homo sapiens OX=9606 GN=SNX10 PE=1 SV=1;tr|C9JQ16|C9JQ16_HUMAN Sorting nexin-10 (Fragment) OS=Homo sapiens OX=9606 GN=SNX10 PE=1 SV=1;tr|A0A087WUJ3|A0A087WUJ3_HUMAN Sorting nexin-10 OS=Homo sapiens ",71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A087WUK2,Heterogeneous nuclear ribonucleoprotein D-like,HNRNPDL,"tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like, isoform CRA_b OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1;sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3",72,6881600,7658100,5713100,7676900,6753000,7188500,4179400,4538300,4497400,8140900,5953500,6268200,9702700,8290100,6673200,3436700,3919200,3502500
A0A087X1F5,Synaptojanin-2-binding protein,SYNJ2BP-COX16;SYNJ2BP,tr|A0A087X1F5|A0A087X1F5_HUMAN SYNJ2BP-COX16 readthrough (Fragment) OS=Homo sapiens OX=9606 GN=SYNJ2BP-COX16 PE=4 SV=6;tr|A0A087WYV9|A0A087WYV9_HUMAN SYNJ2BP-COX16 readthrough OS=Homo sapiens OX=9606 GN=SYNJ2BP-COX16 PE=4 SV=1;tr|A0A087WUM0|A0A087WUM0_HUMA,73,652650,601610,526760,411190,397350,430880,583410,522640,491040,869770,649510,676860,485320,521600,490570,595000,587930,675870
A0A0A0MR84,Zinc finger protein 446,ZNF446,tr|A0A0A0MR84|A0A0A0MR84_HUMAN Zinc finger protein 446 OS=Homo sapiens OX=9606 GN=ZNF446 PE=1 SV=1;tr|M0R202|M0R202_HUMAN Zinc finger protein 446 OS=Homo sapiens OX=9606 GN=ZNF446 PE=1 SV=1;tr|A0A0B4J2G2|A0A0B4J2G2_HUMAN Zinc finger protein 446 OS=Homo sap,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A087WUP3,GTP-binding protein 8,GTPBP8,"tr|A0A087WUP3|A0A087WUP3_HUMAN GTP-binding protein 8 OS=Homo sapiens OX=9606 GN=GTPBP8 PE=1 SV=1;sp|Q8N3Z3|GTPB8_HUMAN GTP-binding protein 8 OS=Homo sapiens OX=9606 GN=GTPBP8 PE=2 SV=1;tr|C9J0K3|C9J0K3_HUMAN GTP-binding protein 8 (Putative), isoform CRA_a ",76,96850,90870,80272,73846,74103,62691,106200,95248,110280,2988.1,2648.1,2923.4,1860.1,2512.5,1073.5,4478,3302,3246.1
P07203,Glutathione peroxidase 1;Glutathione peroxidase,GPX1,sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4;tr|A0A087WUQ6|A0A087WUQ6_HUMAN Glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=1;tr|A0A2R8Y6B6|A0A2R8Y6B6_HUMAN Glutathione peroxidase 1 OS=Homo sapiens ,77,7550300,7429300,6487400,5710600,5648600,6031500,3984900,3457400,3499500,7162500,5259800,5789700,5410800,5607200,5061500,3225000,3222100,3339600
E7ETK0,40S ribosomal protein S24,RPS24,tr|E7ETK0|E7ETK0_HUMAN 40S ribosomal protein S24 OS=Homo sapiens OX=9606 GN=RPS24 PE=1 SV=1;tr|A0A2R8Y849|A0A2R8Y849_HUMAN 40S ribosomal protein S24 OS=Homo sapiens OX=9606 GN=RPS24 PE=1 SV=1;tr|A0A087WUS0|A0A087WUS0_HUMAN 40S ribosomal protein S24 OS=Homo,78,4306900,3724200,3585200,3325900,3300600,3186700,3637000,3079500,3224600,4580300,3353100,3492100,2828000,2899700,2780000,2893300,2716200,2883100
H0YBT0,Myc proto-oncogene protein,MYC,tr|H0YBT0|H0YBT0_HUMAN Myc proto-oncogene protein OS=Homo sapiens OX=9606 GN=MYC PE=1 SV=1;tr|A0A087WVR4|A0A087WVR4_HUMAN Myc proto-oncogene protein OS=Homo sapiens OX=9606 GN=MYC PE=1 SV=1;tr|A0A087WUS5|A0A087WUS5_HUMAN Myc proto-oncogene protein OS=Homo ,79,16880,15764,14203,16346,14083,14782,10743,9435.2,9630.6,30403,22292,23887,33021,29321,29363,31569,30486,32483
A0A087WUT6,Eukaryotic translation initiation factor 5B,EIF5B,tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1;sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4,80,13540000,11498000,11163000,16497000,14919000,15636000,15448000,13792000,13902000,15229000,10630000,12407000,16603000,16256000,15659000,14796000,14348000,15312000
A0A0B4J222,ADP-ribosylation factor-like protein 15,ARL15,tr|A0A0B4J222|A0A0B4J222_HUMAN ADP-ribosylation factor-like protein 15 OS=Homo sapiens OX=9606 GN=ARL15 PE=1 SV=1;tr|A0A087WUW9|A0A087WUW9_HUMAN ADP-ribosylation factor-like protein 15 OS=Homo sapiens OX=9606 GN=ARL15 PE=1 SV=1;sp|Q9NXU5|ARL15_HUMAN ADP-ri,83,68935,67246,55683,49330,49510,51446,53856,50196,50648,0,0,0,0,0,0,0,0,0
A0A087WUX8,,APOOL,tr|A0A087WUX8|A0A087WUX8_HUMAN MICOS complex subunit OS=Homo sapiens OX=9606 GN=APOOL PE=1 SV=1,84,1060700,1020800,940080,486320,404410,441810,425090,398990,388730,2190800,1739300,1964700,884800,917970,913230,786720,814720,840330
B4DGW0,E3 SUMO-protein ligase PIAS2,PIAS2,tr|B4DGW0|B4DGW0_HUMAN E3 SUMO-protein ligase PIAS2 OS=Homo sapiens OX=9606 GN=PIAS2 PE=1 SV=1;tr|A0A087WUY7|A0A087WUY7_HUMAN E3 SUMO-protein ligase PIAS2 (Fragment) OS=Homo sapiens OX=9606 GN=PIAS2 PE=1 SV=1;sp|O75928|PIAS2_HUMAN E3 SUMO-protein ligase PI,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A087WV46,"Ragulator complex protein LAMTOR4;Ragulator complex protein LAMTOR4, N-terminally processed",LAMTOR4,tr|A0A087WV46|A0A087WV46_HUMAN Ragulator complex protein LAMTOR4 OS=Homo sapiens OX=9606 GN=LAMTOR4 PE=1 SV=1;tr|C9JXA7|C9JXA7_HUMAN Ragulator complex protein LAMTOR4 OS=Homo sapiens OX=9606 GN=LAMTOR4 PE=1 SV=1;sp|Q0VGL1|LTOR4_HUMAN Ragulator complex prot,87,0,0,0,0,0,0,0,0,0,219960,154040,182920,168140,156270,170720,136640,155070,180000
B5LMG6,Protein aurora borealis,C13orf34;BORA,tr|B5LMG6|B5LMG6_HUMAN Aurora borealis OS=Homo sapiens OX=9606 GN=BORA PE=1 SV=1;tr|A0A087WV86|A0A087WV86_HUMAN Protein aurora borealis OS=Homo sapiens OX=9606 GN=BORA PE=1 SV=1;sp|Q6PGQ7|BORA_HUMAN Protein aurora borealis OS=Homo sapiens OX=9606 GN=BORA P,88,6265.6,5302.8,6309.1,4391.3,6645.1,6824.8,9942.1,10996,9631.8,0,0,0,0,0,0,0,0,0
A0A087WVA1,Selenoprotein T,SELT,tr|A0A087WVA1|A0A087WVA1_HUMAN Selenoprotein T OS=Homo sapiens OX=9606 GN=SELENOT PE=1 SV=1;sp|P62341|SELT_HUMAN Thioredoxin reductase-like selenoprotein T OS=Homo sapiens OX=9606 GN=SELENOT PE=1 SV=2,89,86022,76399,73156,60904,54700,59185,156410,147780,128490,109040,68454,102370,72854,54773,53883,173050,185990,175730
Q8IWB9,Testis-expressed sequence 2 protein,TEX2,sp|Q8IWB9|TEX2_HUMAN Testis-expressed protein 2 OS=Homo sapiens OX=9606 GN=TEX2 PE=1 SV=2;tr|A0A087WVA8|A0A087WVA8_HUMAN Testis-expressed protein 2 OS=Homo sapiens OX=9606 GN=TEX2 PE=1 SV=1;tr|J3KRZ8|J3KRZ8_HUMAN Testis-expressed protein 2 (Fragment) OS=Ho,90,119770,94343,87139,85748,75093,80171,149500,117780,134840,135340,94329,120760,96838,92654,97351,146290,129130,162070
A0A087WVF7,Intersectin-2,ITSN2,tr|A0A087WVF7|A0A087WVF7_HUMAN Intersectin-2 OS=Homo sapiens OX=9606 GN=ITSN2 PE=1 SV=1;sp|Q9NZM3|ITSN2_HUMAN Intersectin-2 OS=Homo sapiens OX=9606 GN=ITSN2 PE=1 SV=3,94,621490,579270,550370,527760,526750,562450,621740,518630,582720,644510,464150,562170,491440,498950,498980,568530,525730,562320
A0A0G2JMP8,Transmembrane channel-like protein;Transmembrane channel-like protein 4,TMC4,tr|A0A0G2JMP8|A0A0G2JMP8_HUMAN Transmembrane channel-like protein OS=Homo sapiens OX=9606 GN=TMC4 PE=1 SV=1;tr|A0A0G2JMM6|A0A0G2JMM6_HUMAN Transmembrane channel-like protein OS=Homo sapiens OX=9606 GN=TMC4 PE=1 SV=1;tr|A0A087WVI4|A0A087WVI4_HUMAN Transmemb,95,0,1947.1,1528.9,1824.2,1119.5,2740.8,16411,19411,16531,1069,0,694.7,1663.5,1552.8,0,10461,8712.1,11957
A0A087WVJ0,Mucin-1;Mucin-1 subunit alpha;Mucin-1 subunit beta,MUC1,tr|A0A087WVJ0|A0A087WVJ0_HUMAN Mucin-1 (Fragment) OS=Homo sapiens OX=9606 GN=MUC1 PE=1 SV=1;tr|A0A0A0MSH4|A0A0A0MSH4_HUMAN Mucin-1 OS=Homo sapiens OX=9606 GN=MUC1 PE=1 SV=1;tr|A0A0C4DGW3|A0A0C4DGW3_HUMAN Mucin-1 OS=Homo sapiens OX=9606 GN=MUC1 PE=1 SV=1;tr,96,288750,254330,240870,415290,364850,418140,63691,75933,77202,478350,379350,434250,548770,562560,515010,160180,182020,174580
A0A087WVM4,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",MTHFD1L,"tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|B7ZM99|B7ZM99_HUMAN MTHFD1L protein OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;sp|Q6UB35|C1TM_HUMAN Monofunctional C",97,6782900,6335300,5657500,4604600,4376100,4688900,4516100,4013800,4088700,6886100,4935400,5567300,4323700,4150200,3864400,3794100,3780000,3875400
A0A087WVP1,"Protocadherin Fat 1;Protocadherin Fat 1, nuclear form",FAT1,tr|A0A087WVP1|A0A087WVP1_HUMAN Protocadherin Fat 1 OS=Homo sapiens OX=9606 GN=FAT1 PE=1 SV=1;sp|Q14517|FAT1_HUMAN Protocadherin Fat 1 OS=Homo sapiens OX=9606 GN=FAT1 PE=1 SV=2,98,301440,272890,251120,584710,565620,559090,357180,316430,329310,441520,336000,359280,659390,778430,640420,387890,422990,403510
A0A087WVQ6,Clathrin heavy chain;Clathrin heavy chain 1,CLTC,tr|A0A087WVQ6|A0A087WVQ6_HUMAN Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1;sp|Q00610|CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5,99,58345000,67955000,51402000,65919000,56349000,61770000,45498000,48866000,46388000,65077000,47049000,52502000,70890000,61202000,53841000,45770000,47842000,46973000
A0A087WVS8,MOB kinase activator 2,MOB2,tr|A0A087WVS8|A0A087WVS8_HUMAN MOB kinase activator 2 OS=Homo sapiens OX=9606 GN=MOB2 PE=1 SV=2;sp|Q70IA6|MOB2_HUMAN MOB kinase activator 2 OS=Homo sapiens OX=9606 GN=MOB2 PE=1 SV=1,100,509010,449430,442060,544890,510980,549630,401110,345020,378620,184870,141340,157840,185740,184720,183100,104930,115450,132270
A0A087WVT1,Zinc finger protein 48,ZNF48,tr|A0A087WVT1|A0A087WVT1_HUMAN Zinc finger protein 48 OS=Homo sapiens OX=9606 GN=ZNF48 PE=1 SV=1;sp|Q96MX3|ZNF48_HUMAN Zinc finger protein 48 OS=Homo sapiens OX=9606 GN=ZNF48 PE=1 SV=2,101,4257.3,3145.7,1461.7,2320.5,3162.9,3079.2,9910,9171.3,11431,3564.5,4850.4,3351.1,2298.9,3924.9,3996.5,9257.5,10110,13193
A0A087WVT9,"Nucleoside diphosphate kinase;Nucleoside diphosphate kinase, mitochondrial",NME4,"tr|A0A087WVT9|A0A087WVT9_HUMAN Nucleoside diphosphate kinase OS=Homo sapiens OX=9606 GN=NME4 PE=1 SV=1;tr|H0Y6J0|H0Y6J0_HUMAN Nucleoside diphosphate kinase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=NME4 PE=1 SV=1;tr|Q4TT34|Q4TT34_HUMAN Nucleosid",102,26391,25083,24003,2198.2,2204.4,3845.5,2861.5,2553.6,3750.4,26590,16712,18192,2087.9,2486.1,1986.4,2771.7,2912.1,3600.8
A0A087WVZ6,,ZMYND8,tr|A0A087WVZ6|A0A087WVZ6_HUMAN Protein kinase C-binding protein 1 OS=Homo sapiens OX=9606 GN=ZMYND8 PE=1 SV=2;tr|A0A087WV57|A0A087WV57_HUMAN Protein kinase C-binding protein 1 OS=Homo sapiens OX=9606 GN=ZMYND8 PE=1 SV=1,103,597900,611150,474350,492720,496970,529850,379350,402130,372070,411890,302440,386470,399800,406370,329390,228010,204780,219350
A0A087WW00,Ubiquitin-conjugating enzyme E2 D4;Ubiquitin-conjugating enzyme E2 D1,UBE2D1;UBE2D4,tr|A0A087WW00|A0A087WW00_HUMAN Ubiquitin-conjugating enzyme E2 D1 OS=Homo sapiens OX=9606 GN=UBE2D1 PE=1 SV=1;tr|C9J9H9|C9J9H9_HUMAN Ubiquitin-conjugating enzyme E2 D4 OS=Homo sapiens OX=9606 GN=UBE2D4 PE=1 SV=1;sp|Q9Y2X8|UB2D4_HUMAN Ubiquitin-conjugating ,104,117230,98085,90345,63641,69864,96652,31263,26888,33608,403950,332430,364010,257710,245450,269010,114960,117910,123480
P55198,Protein AF-17,MLLT6,sp|P55198|AF17_HUMAN Protein AF-17 OS=Homo sapiens OX=9606 GN=MLLT6 PE=1 SV=3;tr|A0A087WW39|A0A087WW39_HUMAN Protein AF-17 OS=Homo sapiens OX=9606 GN=MLLT6 PE=1 SV=1;tr|Q6P2C6|Q6P2C6_HUMAN MLLT6 protein OS=Homo sapiens OX=9606 GN=MLLT6 PE=1 SV=1,105,1983.1,3461.2,2400,4249.6,3589.7,3184.9,5268,3316.4,3777.2,0,0,0,0,0,0,0,0,0
C9JAG1,Ethanolaminephosphotransferase 1,EPT1,tr|C9JAG1|C9JAG1_HUMAN Ethanolaminephosphotransferase 1 (Fragment) OS=Homo sapiens OX=9606 GN=SELENOI PE=1 SV=1;tr|A0A087WW58|A0A087WW58_HUMAN Ethanolaminephosphotransferase 1 OS=Homo sapiens OX=9606 GN=SELENOI PE=1 SV=1;sp|Q9C0D9|EPT1_HUMAN Ethanolamineph,106,295260,284470,276240,264140,185220,225640,234350,242310,231920,460670,351420,376720,303010,231450,244420,263680,309700,257830
A0A087WW77,Lethal(2) giant larvae protein homolog 1,LLGL1,tr|A0A087WW77|A0A087WW77_HUMAN Lethal(2) giant larvae protein homolog 1 OS=Homo sapiens OX=9606 GN=LLGL1 PE=1 SV=1;sp|Q15334|L2GL1_HUMAN Lethal(2) giant larvae protein homolog 1 OS=Homo sapiens OX=9606 GN=LLGL1 PE=1 SV=3,107,1086700,1041900,879930,889040,777260,836440,804660,694400,691620,1046700,752310,793760,760010,750260,744920,741300,740040,830360
G3V4P9,Mitogen-activated protein kinase kinase kinase 9,MAP3K9,tr|G3V4P9|G3V4P9_HUMAN Mitogen-activated protein kinase kinase kinase 9 OS=Homo sapiens OX=9606 GN=MAP3K9 PE=1 SV=1;tr|A0A087WW79|A0A087WW79_HUMAN Mitogen-activated protein kinase kinase kinase 9 OS=Homo sapiens OX=9606 GN=MAP3K9 PE=1 SV=1;tr|J3KPI6|J3KPI6,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A087WWA3,Kinesin-like protein;Kinesin-like protein KIF1B,KIF1B;KIF1Bbeta,tr|A0A087WWA3|A0A087WWA3_HUMAN Kinesin-like protein KIF1B OS=Homo sapiens OX=9606 GN=KIF1B PE=1 SV=1;tr|Q4R9M9|Q4R9M9_HUMAN Kinesin family member 1Bbeta isoform II OS=Homo sapiens OX=9606 GN=KIF1B PE=1 SV=1;sp|O60333|KIF1B_HUMAN Kinesin-like protein KIF1B ,110,800120,687350,667120,582730,536780,552260,667570,572260,590650,634510,459360,534490,470780,431980,437980,478140,495520,513230
A0A087WWF1,Selenoprotein M,SELM,tr|A0A087WWF1|A0A087WWF1_HUMAN Selenoprotein M OS=Homo sapiens OX=9606 GN=SELENOM PE=1 SV=1;sp|Q8WWX9|SELM_HUMAN Selenoprotein M OS=Homo sapiens OX=9606 GN=SELENOM PE=1 SV=3,112,492290,404740,432670,73938,57162,67883,171040,166140,177200,460490,363160,395570,75459,66314,83864,165410,168170,188840
A0A087WWH3,Glioma tumor suppressor candidate region gene 1 protein,GLTSCR1,tr|A0A087WWH3|A0A087WWH3_HUMAN BRD4-interacting chromatin-remodeling complex-associated protein OS=Homo sapiens OX=9606 GN=BICRA PE=1 SV=1;sp|Q9NZM4|BICRA_HUMAN BRD4-interacting chromatin-remodeling complex-associated protein OS=Homo sapiens OX=9606 GN=BIC,113,11005,10320,9587.1,14148,11353,14339,16230,11834,13639,34079,26838,28189,27831,29423,25134,23878,26682,24668
M0R2H0,Leucine-rich repeat-containing protein C10orf11,C10orf11,tr|M0R2H0|M0R2H0_HUMAN Leucine-rich melanocyte differentiation-associated protein OS=Homo sapiens OX=9606 GN=LRMDA PE=1 SV=1;tr|A0A087WWI0|A0A087WWI0_HUMAN Leucine-rich melanocyte differentiation-associated protein OS=Homo sapiens OX=9606 GN=LRMDA PE=1 SV=,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F8WD24,Cyclin-dependent kinase inhibitor 3,CDKN3,tr|F8WD24|F8WD24_HUMAN Cyclin-dependent kinase inhibitor 3 OS=Homo sapiens OX=9606 GN=CDKN3 PE=1 SV=1;tr|G3V2J7|G3V2J7_HUMAN Cyclin-dependent kinase inhibitor 3 OS=Homo sapiens OX=9606 GN=CDKN3 PE=1 SV=1;tr|A0A087WWK3|A0A087WWK3_HUMAN Cyclin-dependent kina,115,58069,58900,42961,88891,88844,89882,160270,120880,116370,49863,46211,38362,74208,51680,61260,99405,89397,99853
A0A2R8Y7T6,IQ motif and SEC7 domain-containing protein 1,IQSEC1,tr|A0A2R8Y7T6|A0A2R8Y7T6_HUMAN IQ motif and SEC7 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=IQSEC1 PE=1 SV=1;tr|A0A087WWK8|A0A087WWK8_HUMAN IQ motif and SEC7 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=IQSEC1 PE=1 SV=1;tr|A0A3B3IRZ4|,116,143790,140480,119340,124480,129010,131000,114140,112840,109280,153090,109530,126680,165290,180720,170980,99142,93507,107480
Q9P2T1,GMP reductase 2;GMP reductase,GMPR2,sp|Q9P2T1|GMPR2_HUMAN GMP reductase 2 OS=Homo sapiens OX=9606 GN=GMPR2 PE=1 SV=1;tr|F8WAN9|F8WAN9_HUMAN GMP reductase OS=Homo sapiens OX=9606 GN=GMPR2 PE=1 SV=1;tr|A0A087WWM4|A0A087WWM4_HUMAN GMP reductase OS=Homo sapiens OX=9606 GN=GMPR2 PE=1 SV=1;tr|H0YM,117,0,0,0,0,0,0,0,0,0,306660,234660,224930,235100,307250,232620,398840,379620,399770
A0A087WWP4,Putative RNA-binding protein 15,RBM15,tr|A0A087WWP4|A0A087WWP4_HUMAN RNA-binding protein 15 OS=Homo sapiens OX=9606 GN=RBM15 PE=1 SV=1;sp|Q96T37|RBM15_HUMAN RNA-binding protein 15 OS=Homo sapiens OX=9606 GN=RBM15 PE=1 SV=2,118,1635500,1461100,1348400,1336800,1301300,1319700,1591900,1462500,1465900,2041000,1572500,1775400,1620900,1654000,1511200,1621700,1650000,1684900
A0A087WWP8,Round spermatid basic protein 1,RSBN1,tr|A0A087WWP8|A0A087WWP8_HUMAN Lysine-specific demethylase 9 OS=Homo sapiens OX=9606 GN=RSBN1 PE=1 SV=1;tr|A0A0C4DGT8|A0A0C4DGT8_HUMAN Lysine-specific demethylase 9 OS=Homo sapiens OX=9606 GN=RSBN1 PE=1 SV=1;sp|Q5VWQ0|RSBN1_HUMAN Lysine-specific demethylas,119,74780,72703,64652,127370,123190,114250,79684,71382,73221,129490,85827,99360,173260,171470,155100,100930,101460,102510
A0A087WWQ5,Arrestin-C,ARR3,tr|A0A087WWQ5|A0A087WWQ5_HUMAN Arrestin-C OS=Homo sapiens OX=9606 GN=ARR3 PE=1 SV=1;sp|P36575|ARRC_HUMAN Arrestin-C OS=Homo sapiens OX=9606 GN=ARR3 PE=1 SV=2,120,0,0,0,0,0,0,0,0,0,11441,11798,10623,18381,14751,19126,25195,26439,28821
I3L2Z5,Myc-associated zinc finger protein,MAZ,tr|I3L2Z5|I3L2Z5_HUMAN Myc-associated zinc finger protein (Fragment) OS=Homo sapiens OX=9606 GN=MAZ PE=1 SV=1;tr|A0A087WWR2|A0A087WWR2_HUMAN Myc-associated zinc finger protein OS=Homo sapiens OX=9606 GN=MAZ PE=1 SV=1;sp|P56270|MAZ_HUMAN Myc-associated zinc,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A087WWS1,THO complex subunit 1,THOC1,tr|A0A087WWS1|A0A087WWS1_HUMAN THO complex subunit 1 OS=Homo sapiens OX=9606 GN=THOC1 PE=1 SV=1;sp|Q96FV9|THOC1_HUMAN THO complex subunit 1 OS=Homo sapiens OX=9606 GN=THOC1 PE=1 SV=1,122,1553500,1506600,1331600,1699400,1414200,1674100,1567500,1428000,1348500,1090500,865460,953990,1154500,1076200,1005300,871670,918490,908320
